BlotatoID,IntendedLocal,Platform,AccountId,Handle,Text,MediaUrls,TargetJSON,Status,Why
4019118,2026-09-06 18:00,instagram,45886,thegentlemuse2026,"I am the main character and my 19 year old Chihuahua is the scene stealing second banana. She has never once agreed to a supporting role. Comment CESA and follow @cesasgoldenyears.

#gentlemuse #seniordog #chihuahua #dogmom #cesasgoldenyears",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/b86bcb2c-8d29-4cbe-be1a-cd04b9749c52.mp4,"{""targetType"":""instagram""}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
4024418,2026-09-07 08:30,twitter,21430,GentleMuse2026,"5 are free forever, no account and no card. The other 5 are free library borrows. A library card is not a subscription. I'd rather you finish 2 than bookmark 50.",,"{""targetType"":""twitter""}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
3630594,2026-09-07 10:00,instagram,45886,thegentlemuse2026,"Part 2 of the day. Fully dressed, out the door, nothing dramatic happening. Just following through on what I said I would do. That is most of what this has actually been, and I think that is the honest version worth showing. What is one thing you are following through on this week? #gentlemuse #letschat #community #womenover40 #reallife",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/e11d82d0-f8dd-4365-8bab-3db34cb1c540.mp4,"{""targetType"":""instagram""}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
4024567,2026-09-07 12:00,tiktok,41488,thegentlemuse2026,"Labor Day is in September on purpose. The rest of the world marks workers on May 1, which is tied to Haymarket in 1886 and the men hanged after it. September let the country celebrate without remembering. Follow for the real one, every holiday, before the day gets here. Did anybody teach you this one? #labordayweekend #history #historytok #fyp",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/093ed648-2ae3-4084-9165-a8662fa2b086.mp4,"{""targetType"":""tiktok"",""isYourBrand"":false,""disabledDuet"":false,""privacyLevel"":""PUBLIC_TO_EVERYONE"",""isAiGenerated"":false,""disabledStitch"":false,""disabledComments"":false,""isBrandedContent"":false}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
3709357,2026-09-07 12:10,facebook,30840,The Gentle Muse ,"My 19 year old just entered her party era and none of us were consulted about it.

Not me. Not the vet. Nobody got a vote.

She simply decided, and the rest of us are living here now.

Comment CESA and I'll send you the Thursday note.",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/cf634c93-747b-4d9d-8d97-6e99e454a722.mp4,"{""pageId"":""1086399221215093"",""mediaType"":""reel"",""targetType"":""facebook""}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
3709359,2026-09-07 12:20,youtube,36129,Amanda Kersh (Amanda Kersh | The Gentle Muse),"Coming home after a long shift to something that does not care how the day went or what got done.

She just wants me back in the house. That is the whole review.

Subscribe for more of her. The weekly note is here, and every issue ends with Cesa.

https://consider-this.subscribepage.io

#gentlemuse #seniordog #shorts",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/e6872068-adef-4481-83af-bb4c803f0cad.mp4,"{""title"":""The only review that doesn't ask how the day went"",""targetType"":""youtube"",""privacyStatus"":""public"",""shouldNotifySubscribers"":false}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
4055329,2026-09-07 15:00,instagram,45886,thegentlemuse2026,"Labor Day is in September on purpose.

The rest of the world marks workers on May 1. That date is tied to Chicago's Haymarket affair of 1886, and to the men hanged after it.

A September date let the country celebrate the worker without remembering what happened to them.

Somebody you know says it's just a long weekend. Now you know what it cost.

Comment SEASONAL and I'll send you the note. Every holiday carries a fact somebody softened, and I post the real one before the day arrives.

Follow @thegentlemuse2026 for the rest of the season.

#labordayweekend #history #historyfacts #thegentlemuse",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/25a7ec7a-bbd8-4eb2-b5b3-58d4b802b085.mp4,"{""mediaType"":""reel"",""targetType"":""instagram"",""shareToFeed"":true}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
4055373,2026-09-07 17:00,facebook,30840,The Gentle Muse ,"Labor Day is in September on purpose.

The rest of the world marks workers on May 1. That date is tied to Chicago's Haymarket affair of 1886, and to the men hanged after it.

A September date let the country celebrate the worker without remembering what happened to them.

Somebody you know says it's just a long weekend. Now you know what it cost.

Comment SEASONAL and I'll send you the note. Every holiday carries a fact somebody softened, and I post the real one before the day arrives.",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/9bba2a00-2edb-40c9-92cd-ed2e468c8723.mp4,"{""pageId"":""1086399221215093"",""mediaType"":""reel"",""targetType"":""facebook"",""firstComment"":""Prefer the link? Here it is: https://consider-this.subscribepage.io""}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
3499931,2026-09-07 18:00,instagram,45886,thegentlemuse2026,"Start with number 2. It's under an hour.

As a Man Thinketh. Free right now, no card and no signup. You can finish it before the laundry dries.

1 finished book beats 10 saved ones. Then pick the next. The list tells you where each one is free.

Comment PLAY and I'll send you the list.",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/a9da11f2-1032-4ff2-ba96-7afa0412f288.jpeg|https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/ea2a8ba9-551e-48d3-ab56-450a9f2c445c.jpeg|https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/66e75175-4dcd-45c4-8893-cb5a4a0cff55.jpeg|https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/b690ec82-8d18-4f8c-a7e7-a99263882558.jpeg|https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/39469bfc-4702-4e0c-a504-19c3ce1f6c86.jpeg|https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/f7f2dcab-ee85-4b25-b55a-526a5e431557.jpeg,"{""targetType"":""instagram"",""firstComment"":""https://press-play.subscribepage.io""}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
3985199,2026-09-07 19:00,instagram,65540,cesasgoldenyears,"She picked the blanket with the gold on it.

Black and gold fleur de lis throw, bunched up on the floor beside a wooden chair leg. She is lying on it with her front legs stretched out, ears up, head turning to follow me around the room.

She is not asleep in any of these 8 seconds. She is lying down and keeping track.

19 years old, and she still picks her own spot.

Comment CESA and I'll send you her guide. 15 pages of what actually keeps her comfortable, free.

Follow along for more of her.

#seniordog #chihuahua #dogmom #calmcontent",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/6f6d36a6-588d-4bd2-a581-e58574a79ce3.mp4,"{""mediaType"":""reel"",""targetType"":""instagram""}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
3985205,2026-09-07 19:10,tiktok,55761,cesasgoldenyears,"She picked the blanket with the gold on it.

Black and gold fleur de lis throw, bunched up on the floor beside a wooden chair leg. She is lying on it with her front legs stretched out, ears up, head turning to follow me around the room.

She is not asleep in any of these 8 seconds. She is lying down and keeping track.

19 years old, and she still picks her own spot.

Follow along for more of her.

#seniordog #chihuahua #dogmom #calmcontent",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/1d514e8f-ad66-4e16-bf4e-872b72b9ba69.mp4,"{""targetType"":""tiktok"",""isYourBrand"":true,""disabledDuet"":false,""privacyLevel"":""PUBLIC_TO_EVERYONE"",""isAiGenerated"":false,""disabledStitch"":false,""disabledComments"":false,""isBrandedContent"":false}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
4055332,2026-09-08 10:00,instagram,45886,thegentlemuse2026,"Are You Afraid of the Dark started in 1992.

The whole format was children telling each other stories in the woods. No adult ever explained it. No adult ever arrived to make it safe.

The scary part was never the monster. It was being trusted with the story.

Somebody you know watched this at a sleepover. They still remember which one.

Comment SEASONAL and I'll send you the note. Every holiday carries a fact somebody softened, and I post the real one before the day arrives.

Follow @thegentlemuse2026 for the rest of the season.

#areyouafraidofthedark #90skids #spookyseason #nickelodeon #thegentlemuse",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/756a6aa6-7c5a-4517-987b-70cd936893b1.mp4,"{""mediaType"":""reel"",""targetType"":""instagram"",""shareToFeed"":true}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
3709362,2026-09-08 12:00,instagram,45886,thegentlemuse2026,"My 19 year old Chihuahua entered her party era and none of us were consulted.

She did not ask. She did not hint. She simply began, and now this is the household we live in.

Comment CESA and I'll send you the Thursday note.

#gentlemuse #seniordog #chihuahua #dogmom #cesasgoldenyears",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/b733ee6d-35da-4072-8999-139fb1b86735.mp4,"{""mediaType"":""reel"",""targetType"":""instagram""}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
4024569,2026-09-08 12:00,tiktok,41488,thegentlemuse2026,"Are You Afraid of the Dark started in 1992 and the whole format was children telling each other stories in the woods. No adult ever arrived to make it safe. The scary part was never the monster, it was being trusted with the story. Follow for the real one, every holiday, before the day gets here. Which episode is still in your head? #areyouafraidofthedark #90skids #nickelodeon #spookyseason #fyp",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/ca620247-7f93-4334-b067-0264f4938ae0.mp4,"{""targetType"":""tiktok"",""isYourBrand"":false,""disabledDuet"":false,""privacyLevel"":""PUBLIC_TO_EVERYONE"",""isAiGenerated"":false,""disabledStitch"":false,""disabledComments"":false,""isBrandedContent"":false}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
4055380,2026-09-08 12:00,facebook,30840,The Gentle Muse ,"Are You Afraid of the Dark started in 1992.

The whole format was children telling each other stories in the woods. No adult ever explained it. No adult ever arrived to make it safe.

The scary part was never the monster. It was being trusted with the story.

Somebody you know watched this at a sleepover. They still remember which one.

Comment SEASONAL and I'll send you the note. Every holiday carries a fact somebody softened, and I post the real one before the day arrives.",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/02961a5e-d76f-480b-a589-cc4a6136d62c.mp4,"{""pageId"":""1086399221215093"",""mediaType"":""reel"",""targetType"":""facebook"",""firstComment"":""Prefer the link? Here it is: https://consider-this.subscribepage.io""}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
3836002,2026-09-08 18:00,tiktok,41488,thegentlemuse2026,"Every weird sleeping position gets a 3 second stare. Every single one.

Are you comfortable, or is this the one where I call somebody. There's no in between at 19.

She has never once been in distress. I have aged 4 years doing this.

Follow along, she's 19 and undefeated.

#LearnOnTikTok #gentlemuse #seniordog #chihuahua #dogmom",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/2c088470-4585-4866-af5b-7686e51c5e43.mp4,"{""targetType"":""tiktok"",""isYourBrand"":true,""disabledDuet"":false,""privacyLevel"":""PUBLIC_TO_EVERYONE"",""isAiGenerated"":false,""disabledStitch"":false,""disabledComments"":false,""isBrandedContent"":false}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
4024188,2026-09-08 18:00,instagram,45886,thegentlemuse2026,"The highest rated furnace filter might be the wrong one for your house.

Those numbers measure how fine the mesh is, not how good the filter is. A denser filter catches more, and it also makes your blower work harder to pull air through it. On an older system that shows up as weaker airflow, longer run times, and a unit that wears out sooner.

Most houses do not need the top of the shelf. They need the right one, changed on time.

Swipe for how to tell which you've got.

Comment CONSIDER and I'll send you the weekly note. 1 overlooked thing in your home, every week.

#homemaintenance #hvac #homeowner #houseprojects",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/0d7fb17b-da45-4c31-bcb7-84f75a1f972e.jpeg,"{""targetType"":""instagram""}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
4055909,2026-09-09 10:00,instagram,45886,thegentlemuse2026,"She stops every few seconds to look up and check I'm still there.

Not for food. Not to be let out. Just making sure I haven't moved. She did it 3 times in 8 seconds.

That's the part I'll miss. Not the big things.

Follow @cesasgoldenyears for more of her.

#seniordog #chihuahua #dogmom #cesasgoldenyears",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/ab1122ee-5bd6-44ee-aabb-6ea68de6b991.mp4,"{""mediaType"":""reel"",""targetType"":""instagram"",""shareToFeed"":true}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
3709367,2026-09-09 12:00,instagram,45886,thegentlemuse2026,"The 3 second stare. Every time, without fail.

19 years old and she still finds brand new positions to alarm me in. I have never been right to worry. I keep doing it anyway, and I think at this point that is just love with bad manners.

Comment CESA and I'll send you the Thursday note.

#gentlemuse #seniordog #chihuahua #dogmom #cesasgoldenyears",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/163e0021-3dca-4ca1-a264-31a175883285.mp4,"{""mediaType"":""reel"",""targetType"":""instagram""}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
4024570,2026-09-09 12:00,tiktok,41488,thegentlemuse2026,"Goosebumps started in 1992 and R.L. Stine was writing them at roughly one a month. Fast, cheap, for kids, dismissed by every serious critic. It taught a whole generation that a chapter ending on a hook is worth finishing. Follow for the real one, every holiday, before the day gets here. Which cover still gives you a feeling? #goosebumps #90skids #rlstine #spookyseason #fyp",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/e95bc00d-db1a-4d2a-a134-cf59e0390e5f.mp4,"{""targetType"":""tiktok"",""isYourBrand"":false,""disabledDuet"":false,""privacyLevel"":""PUBLIC_TO_EVERYONE"",""isAiGenerated"":false,""disabledStitch"":false,""disabledComments"":false,""isBrandedContent"":false}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
3709369,2026-09-09 12:10,facebook,30840,The Gentle Muse ,"POV, you peed in Mom's office.

But you are 19, you are adorable, and you are fully aware that 1 sad little face gets the whole case dismissed before it ever reaches trial.

I cleaned it up and then apologized to her. To HER. Sit with that.

Comment CESA and I'll send you the Thursday note.",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/f1845054-d423-48f1-a5e2-6e1c515f7c75.mp4,"{""pageId"":""1086399221215093"",""mediaType"":""reel"",""targetType"":""facebook""}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
3709371,2026-09-09 12:20,youtube,36129,Amanda Kersh (Amanda Kersh | The Gentle Muse),"Coming home to a 19 year old who does not care what got done, or what did not.

No follow up questions. She just wants me back in the house.

https://consider-this.subscribepage.io

#gentlemuse #seniordog #shorts",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/000820c0-3083-4dcb-9470-484e3350b8c6.mp4,"{""title"":""She does not care what got done, or what did not"",""targetType"":""youtube"",""privacyStatus"":""public"",""shouldNotifySubscribers"":false}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
4055342,2026-09-09 15:00,instagram,45886,thegentlemuse2026,"Goosebumps started in 1992.

R.L. Stine was writing them at roughly one a month. Fast, cheap, for children, and dismissed by every serious critic at the time.

It taught a generation that a short chapter ending on a hook is worth finishing.

Somebody you know learned to read from these. Not from the good books.

Comment SEASONAL and I'll send you the note. Every holiday carries a fact somebody softened, and I post the real one before the day arrives.

Follow @thegentlemuse2026 for the rest of the season.

#goosebumps #90skids #spookyseason #rlstine #thegentlemuse",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/c7510358-e69c-4866-8c1f-9b85901ce223.mp4,"{""mediaType"":""reel"",""targetType"":""instagram"",""shareToFeed"":true}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
4055384,2026-09-09 17:00,facebook,30840,The Gentle Muse ,"Goosebumps started in 1992.

R.L. Stine was writing them at roughly one a month. Fast, cheap, for children, and dismissed by every serious critic at the time.

It taught a generation that a short chapter ending on a hook is worth finishing.

Somebody you know learned to read from these. Not from the good books.

Comment SEASONAL and I'll send you the note. Every holiday carries a fact somebody softened, and I post the real one before the day arrives.",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/5ad6deed-8327-4ff5-83c9-ebc6468cf414.mp4,"{""pageId"":""1086399221215093"",""mediaType"":""reel"",""targetType"":""facebook"",""firstComment"":""Prefer the link? Here it is: https://consider-this.subscribepage.io""}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
3836067,2026-09-09 17:50,instagram,45886,thegentlemuse2026,"Your towels aren't old. They're coated.

Fabric softener leaves a waxy film on cotton. It feels soft in the cupboard and then the towel pushes water around instead of pulling it in. So you buy new towels, soften those too, and land in the same place about 6 months later.

Stripping the coating takes 1 wash. No new towels required.

Swipe for what to run and what to stop adding.

Comment CONSIDER and I'll send you the weekly note. 1 overlooked thing in your home, every week.

#laundry #cleaningtips #homemaintenance #homeowner",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/91a1591a-140a-4110-b7d1-7b29db4cfbb8.jpeg|https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/e1b07694-dfe3-48be-8211-55d667dfdba7.jpeg|https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/927bb6f3-7ce4-4744-a023-2b0331b3faa5.jpeg|https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/38c7cd8f-d7fe-47ed-84c8-3a057e9a2db6.jpeg|https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/78aa7b4b-692a-4abf-9b58-a8b5ac8d7ec9.jpeg|https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/3f1d8197-1aff-4650-be1c-38e1e6a8e345.jpeg,"{""targetType"":""instagram""}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
3985217,2026-09-09 19:00,instagram,65540,cesasgoldenyears,"She does not look up once.

Head down in the purple bowl, back feet planted, working through it against the wooden cabinet. Twelve seconds and she never checks where I am, which for her is unusual.

At 19 she takes her time with this, and I have stopped being in a hurry about it.

Comment CESA and I'll send you her guide. 15 pages of what actually keeps her comfortable, free.

Follow along for more of her.

#seniordog #chihuahua #dogmom #19yearsold #quietmoments",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/c2fb1649-0117-47e7-a7e8-c90400330a09.mp4,"{""mediaType"":""reel"",""targetType"":""instagram""}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
3985220,2026-09-09 19:10,tiktok,55761,cesasgoldenyears,"She does not look up once.

Head down in the purple bowl, back feet planted, working through it against the wooden cabinet. Twelve seconds and she never checks where I am, which for her is unusual.

At 19 she takes her time with this, and I have stopped being in a hurry about it.

Follow along for more of her.

#seniordog #chihuahua #dogmom #19yearsold",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/efe4f31d-4248-48ae-86b0-3ea4ee4ae356.mp4,"{""targetType"":""tiktok"",""isYourBrand"":true,""disabledDuet"":false,""privacyLevel"":""PUBLIC_TO_EVERYONE"",""isAiGenerated"":false,""disabledStitch"":false,""disabledComments"":false,""isBrandedContent"":false}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
4055350,2026-09-10 10:00,instagram,45886,thegentlemuse2026,"Disney would not put its name on The Nightmare Before Christmas.

It came out in 1993 under Touchstone. They thought it was too dark and too strange for the Disney label.

It is now the thing they sell you every single October.

Somebody you know is hiding the strange one. That is usually the good one.

Comment SEASONAL and I'll send you the note. Every holiday carries a fact somebody softened, and I post the real one before the day arrives.

Follow @thegentlemuse2026 for the rest of the season.

#nightmarebeforechristmas #90skids #spookyseason #disney #thegentlemuse",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/7015af94-15c5-464c-8e79-6c9f5451ffca.mp4,"{""mediaType"":""reel"",""targetType"":""instagram"",""shareToFeed"":true}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
3709373,2026-09-10 12:00,instagram,45886,thegentlemuse2026,"Becoming her does not look aesthetic and I need everyone to know that.

It is laundry on the bed. It is automations running in the back of my head while I am supposed to be relaxing. It is doing the reps on a day that felt like absolutely nothing happened.

That is most of it. Not the montage. The nothing days.

What did you say you would do this week and then not do? I am not judging, I have a list and there are items on it from July.

#gentlemuse #buildinpublic #softdiscipline #womenover40 #reallife",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/4d1ba53c-33b9-4bfd-8372-48a6fb039501.mp4,"{""mediaType"":""reel"",""targetType"":""instagram""}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
4024572,2026-09-10 12:00,tiktok,41488,thegentlemuse2026,"Disney would not put its name on The Nightmare Before Christmas. It came out in 1993 under Touchstone because they thought it was too dark and too strange for the Disney label. It is now the thing they sell you every October. Follow for the real one, every holiday, before the day gets here. Halloween movie or Christmas movie? Settle it. #nightmarebeforechristmas #disney #90skids #spookyseason #fyp",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/34baf807-b28d-4059-9514-1db106f87f40.mp4,"{""targetType"":""tiktok"",""isYourBrand"":false,""disabledDuet"":false,""privacyLevel"":""PUBLIC_TO_EVERYONE"",""isAiGenerated"":false,""disabledStitch"":false,""disabledComments"":false,""isBrandedContent"":false}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
3709374,2026-09-10 12:10,facebook,30840,The Gentle Muse ,"A short one from the car, because that is genuinely when I have a minute.

Whatever you needed to hear today, take it and go about your day. I am not going to dress it up.

What are you carrying right now that you have not said out loud to anybody?",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/ea7ebeb2-1d8c-4e27-9247-67fccbe0d2f5.mp4,"{""pageId"":""1086399221215093"",""mediaType"":""reel"",""targetType"":""facebook""}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
4055397,2026-09-10 17:00,facebook,30840,The Gentle Muse ,"Disney would not put its name on The Nightmare Before Christmas.

It came out in 1993 under Touchstone. They thought it was too dark and too strange for the Disney label.

It is now the thing they sell you every single October.

Somebody you know is hiding the strange one. That is usually the good one.

Comment SEASONAL and I'll send you the note. Every holiday carries a fact somebody softened, and I post the real one before the day arrives.",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/f3b9150c-19d5-4c9c-aee6-161bb4e4715c.mp4,"{""pageId"":""1086399221215093"",""mediaType"":""reel"",""targetType"":""facebook"",""firstComment"":""Prefer the link? Here it is: https://consider-this.subscribepage.io""}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
3835223,2026-09-10 17:50,instagram,45886,thegentlemuse2026,"Your lint screen is clean. The duct behind it isn't.

The screen catches most of the lint. Most is not all. What slips past builds up in the duct where you can't see it, and lint is flammable.

Longer dry times are the first warning sign. If you're running everything twice, that's the duct talking, not the dryer dying.

Check it once a year. Send this to whoever does the laundry.

Comment CONSIDER and I'll add you.

#homemaintenance #laundryroom #gentlemuse #homesafety",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/92325fd3-bb6d-4829-881a-f1e3e11f7e94.png|https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/3b0c256f-5b39-4851-8177-7a1d26845ca2.png|https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/f74c1c90-bbbf-45c9-a960-9cb8f18532ff.png|https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/336d43ec-7227-4273-ae04-588490b73207.png|https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/f4e2bf20-2c50-4dd6-8774-d295064c73ce.png|https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/892c861c-9056-47fb-a02a-944f9307cb96.png,"{""altText"":""Carousel explaining that a clean lint screen does not mean the dryer duct behind it is clear."",""targetType"":""instagram""}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
3836004,2026-09-10 18:00,tiktok,41488,thegentlemuse2026,"POV, you peed in Mom's office.

But you're 19, adorable, and fully aware that 1 sad little face gets the whole case dismissed.

I cleaned it up and apologized to her. To HER.

Follow along, she's never lost a case.

#LearnOnTikTok #gentlemuse #seniordog #chihuahua #dogmom",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/f1845054-d423-48f1-a5e2-6e1c515f7c75.mp4,"{""targetType"":""tiktok"",""isYourBrand"":true,""disabledDuet"":false,""privacyLevel"":""PUBLIC_TO_EVERYONE"",""isAiGenerated"":false,""disabledStitch"":false,""disabledComments"":false,""isBrandedContent"":false}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
4019127,2026-09-11 10:00,instagram,45886,thegentlemuse2026,"I wrote the AI guide I needed 60 days ago and couldn't find.

Most of what's out there assumes you already know the vocabulary, or it's a 40-step framework built for someone with a team. I had a shift to work, 1 income, and no idea what an automation actually was.

So I wrote down what worked, in order, in plain language. 59 pages. Free, and no account required to read it.

You do not need to be 10 years ahead on AI. About 10 hours is enough.

Comment GUIDE and I'll send it to you.

#aiforbeginners #buildinpublic #gentlemuse #aitools",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/3b37c2db-9a03-4024-bff7-7cc0a78c0ae2.png,"{""targetType"":""instagram""}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
4024574,2026-09-11 12:00,tiktok,41488,thegentlemuse2026,"Nightmare named a specific thing. A mare was a spirit believed to sit on a sleeper's chest. The weight, the paralysis, the certainty something is in the room. People had a word for it centuries before they had an explanation. Follow for the real one, every holiday, before the day gets here. Has this happened to you? #sleepparalysis #spookyseason #etymology #historytok #fyp",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/92e337e0-9fb4-423d-b7e5-b04bce5b1565.mp4,"{""targetType"":""tiktok"",""isYourBrand"":false,""disabledDuet"":false,""privacyLevel"":""PUBLIC_TO_EVERYONE"",""isAiGenerated"":false,""disabledStitch"":false,""disabledComments"":false,""isBrandedContent"":false}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
3732505,2026-09-11 12:10,facebook,30840,The Gentle Muse ,"Every weird sleeping position gets a 3 second stare from me. Every single one.

Are you comfortable, or is this the one where I call somebody? There is no in between at 19.

She has never once been in distress. I have aged 4 years doing this.

Comment CESA and I'll send you the Thursday note.",https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/163e0021-3dca-4ca1-a264-31a175883285.mp4,"{""pageId"":""1086399221215093"",""mediaType"":""reel"",""targetType"":""facebook""}",scheduled,snapshot taken 2026-09-02 before the 14 day window was enforced
