BlotatoId,OriginalSlotUTC,Platform,AccountId,Handle,Lane,MediaUrls,Text,TargetJSON,Status
4137860,2026-10-02 15:00,tiktok,41488,thegentlemuse2026,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/bb92031b-0140-4e88-82dd-26f1be778d3c.mp4,"Somebody decided children deserved their own night.

Nickelodeon launched SNICK in August 1992. 2 hours on a Saturday, programmed entirely for kids.

It worked because it was theirs, not because it was gentle.

Follow for the real one, every season. The note is in my bio.

#LearnOnTikTok #90s #nostalgia","{""targetType"":""tiktok"",""isYourBrand"":false,""disabledDuet"":false,""privacyLevel"":""PUBLIC_TO_EVERYONE"",""isAiGenerated"":true,""disabledStitch"":false,""disabledComments"":false,""isBrandedContent"":false}",reloaded
4137953,2026-10-02 19:00,youtube,36129,,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/50917a59-ca12-4a3d-a178-474e9122fc0c.mp4,"Goosebumps was dismissed by every serious critic who looked at it.

Books in 1992, television by 1995, and R.L. Stine writing at roughly one a month. Fast, cheap, and for children.

It taught a whole generation that a chapter ending on a hook is worth staying up for.

Subscribe for the real one, every season. The weekly note:
https://consider-this.subscribepage.io

#gentlemuse #90s #shorts","{""title"":""Goosebumps was dismissed by every serious critic"",""targetType"":""youtube"",""isMadeForKids"":false,""privacyStatus"":""public"",""containsSyntheticMedia"":true,""shouldNotifySubscribers"":true}",reloaded
4137959,2026-10-02 19:00,facebook,30840,,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/a0f0b17e-153f-4b21-9b7a-2e1d05168840.mp4,"Goosebumps was dismissed by every serious critic who looked at it.

Books in 1992, television by 1995, and R.L. Stine writing at roughly one a month. Fast, cheap, and for children.

It taught a whole generation that a chapter ending on a hook is worth staying up for.

Comment SEASONAL and I'll send you the weekly note.

https://consider-this.subscribepage.io","{""pageId"":""1086399221215093"",""mediaType"":""reel"",""targetType"":""facebook""}",reloaded
4137861,2026-10-03 15:00,instagram,45886,thegentlemuse2026,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/3808ad4e-7fba-4acd-b193-01e1f311a79e.mp4,"The scary part was never the monster.

Are You Afraid of the Dark started on Nickelodeon in 1992, and the whole format was children around a fire deciding which story was worth telling. No adult ever arrived to make it safe.

It was being trusted with the story.

Comment SEASONAL and I'll send you the weekly note.","{""mediaType"":""reel"",""targetType"":""instagram""}",in-reservoir
4137862,2026-10-03 15:00,tiktok,41488,thegentlemuse2026,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/5db74704-0cd3-457f-ae96-5331d919ada4.mp4,"The scary part was never the monster.

Are You Afraid of the Dark started in 1992 and the format was children around a fire deciding which story was worth telling. No adult ever arrived to make it safe.

It was being trusted with the story.

Follow for the real one, every season. The note is in my bio.

#LearnOnTikTok #90s #nostalgia","{""targetType"":""tiktok"",""isYourBrand"":false,""disabledDuet"":false,""privacyLevel"":""PUBLIC_TO_EVERYONE"",""isAiGenerated"":true,""disabledStitch"":false,""disabledComments"":false,""isBrandedContent"":false}",reloaded
4137961,2026-10-03 19:00,youtube,36129,,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/2cc47705-9688-451e-9054-b9c9c6a228a8.mp4,"Hocus Pocus lost money.

It opened in July 1993 against summer blockbusters, did not find an audience, and got written off. It became a Halloween fixture years later through television reruns.

It found its people 10 years late, on the wrong platform.

Subscribe for the real one, every season. The weekly note:
https://consider-this.subscribepage.io

#gentlemuse #halloween #shorts","{""title"":""Hocus Pocus lost money"",""targetType"":""youtube"",""isMadeForKids"":false,""privacyStatus"":""public"",""containsSyntheticMedia"":false,""shouldNotifySubscribers"":true}",reloaded
4137966,2026-10-03 19:00,facebook,30840,,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/3a6f1d40-4dd0-4c91-8391-07e269dc2b91.mp4,"Hocus Pocus lost money.

It opened in July 1993 against summer blockbusters, did not find an audience, and got written off. It became a Halloween fixture years later through television reruns.

It found its people 10 years late, on the wrong platform.

Comment SEASONAL and I'll send you the weekly note.

https://consider-this.subscribepage.io","{""pageId"":""1086399221215093"",""mediaType"":""reel"",""targetType"":""facebook""}",reloaded
4137863,2026-10-04 15:00,instagram,45886,thegentlemuse2026,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/57dcd730-af83-4aff-8c5b-d0f5b9da0055.mp4,"Goosebumps was dismissed by every serious critic who looked at it.

Books in 1992, television by 1995, and R.L. Stine writing at roughly one a month. Fast, cheap, and for children.

It taught a whole generation that a chapter ending on a hook is worth staying up for.

Comment SEASONAL and I'll send you the weekly note.","{""mediaType"":""reel"",""targetType"":""instagram""}",in-reservoir
4137864,2026-10-04 15:00,tiktok,41488,thegentlemuse2026,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/9214f68e-db0e-4979-823a-e431ffd0d629.mp4,"Goosebumps was dismissed by every serious critic who looked at it.

Books in 1992, TV by 1995, R.L. Stine writing roughly one a month. Fast, cheap, for children.

It taught a generation that a chapter ending on a hook is worth staying up for.

Follow for the real one, every season. The note is in my bio.

#LearnOnTikTok #90s #books","{""targetType"":""tiktok"",""isYourBrand"":false,""disabledDuet"":false,""privacyLevel"":""PUBLIC_TO_EVERYONE"",""isAiGenerated"":true,""disabledStitch"":false,""disabledComments"":false,""isBrandedContent"":false}",reloaded
4161876,2026-10-05 15:00,instagram,45886,thegentlemuse2026,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/c265a073-a660-47b1-9ad1-11bcab5a2834.jpeg|https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/57eb7695-61f1-4091-8b93-b159e8a7f04b.jpeg|https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/94d07b76-7d6f-4c1f-a446-0edb65d03aa3.jpeg|https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/4d51f8c5-df0e-490e-92c4-cc1b0fcfd227.jpeg|https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/b7d8d074-cdd7-4b53-80be-9237700afbf6.jpeg,"Jack o lanterns were turnips.

Ireland and Scotland carved them out of turnips and beets for centuries. Irish immigrants switched to pumpkins in America because they were bigger and easier to hollow out.

The ritual mattered. The turnip did not.

Comment SEASONAL and I'll send you the weekly note.","{""targetType"":""instagram""}",in-reservoir
4161878,2026-10-05 15:00,tiktok,41488,thegentlemuse2026,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/a1e67109-ab91-4216-b281-a629e33193ed.jpeg|https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/11f5cd12-ad31-456f-ab29-648fcff1df2d.jpeg|https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/79c00699-f20e-445c-aa88-732124c492b6.jpeg|https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/12873fa8-17aa-4a3c-9c62-51009a8467f2.jpeg|https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/b887fc29-0167-44a4-96b7-90dd79fe9998.jpeg,"Jack o lanterns were turnips.

Ireland and Scotland carved turnips and beets for centuries. Irish immigrants switched to pumpkins in America because they were easier to hollow.

The ritual mattered. The turnip did not.

Follow for the real one, every season. The note is in my bio.

#LearnOnTikTok #halloween #history","{""targetType"":""tiktok"",""isYourBrand"":false,""disabledDuet"":false,""privacyLevel"":""PUBLIC_TO_EVERYONE"",""isAiGenerated"":true,""disabledStitch"":false,""disabledComments"":false,""isBrandedContent"":false}",reloaded
4137969,2026-10-05 19:00,youtube,36129,,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/6a740ccc-159e-460c-8f68-78f4451d93f3.mp4,"Jack o lanterns were turnips.

Ireland and Scotland carved them out of turnips and beets for centuries. Irish immigrants switched to pumpkins in America because they were bigger and easier to hollow out.

The ritual mattered. The turnip did not.

Subscribe for the real one, every season. The weekly note:
https://consider-this.subscribepage.io

#gentlemuse #halloween #shorts","{""title"":""Jack o lanterns were turnips"",""targetType"":""youtube"",""isMadeForKids"":false,""privacyStatus"":""public"",""containsSyntheticMedia"":true,""shouldNotifySubscribers"":true}",reloaded
4137970,2026-10-05 19:00,facebook,30840,,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/8d6aac24-f1c4-472f-81f2-91bb7cc0f972.mp4,"Jack o lanterns were turnips.

Ireland and Scotland carved them out of turnips and beets for centuries. Irish immigrants switched to pumpkins in America because they were bigger and easier to hollow out.

The ritual mattered. The turnip did not.

Comment SEASONAL and I'll send you the weekly note.

https://consider-this.subscribepage.io","{""pageId"":""1086399221215093"",""mediaType"":""reel"",""targetType"":""facebook""}",reloaded
4137868,2026-10-06 15:00,instagram,45886,thegentlemuse2026,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/5ec1573f-e506-4349-a05c-e59256bc6a5b.mp4,"Casper was the first film to build its lead out of nothing at all.

1995, the first feature to carry a fully computer generated character in a leading role. Every frame of him was made rather than filmed.

A film about a ghost nobody could touch. They built him from air.

Comment SEASONAL and I'll send you the weekly note.","{""mediaType"":""reel"",""targetType"":""instagram""}",in-reservoir
4137870,2026-10-06 15:00,tiktok,41488,thegentlemuse2026,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/8eff48e7-30ca-4d13-9a28-cdc8afa39dc0.mp4,"Casper was the first film to build its lead out of nothing at all.

1995, the first feature with a fully computer generated character in a leading role. Every frame of him was made rather than filmed.

A ghost nobody could touch, built from air.

Follow for the real one, every season. The note is in my bio.

#LearnOnTikTok #90s #film","{""targetType"":""tiktok"",""isYourBrand"":false,""disabledDuet"":false,""privacyLevel"":""PUBLIC_TO_EVERYONE"",""isAiGenerated"":true,""disabledStitch"":false,""disabledComments"":false,""isBrandedContent"":false}",reloaded
4137971,2026-10-06 19:00,youtube,36129,,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/60bdb82a-0b74-4d2d-9702-e4f16f0ba9b8.mp4,"Somebody decided children deserved their own night.

Nickelodeon launched SNICK in August 1992. 2 hours on a Saturday, programmed entirely for kids, in the slot adults had always owned.

It worked because it was theirs, not because it was gentle.

Subscribe for the real one, every season. The weekly note:
https://consider-this.subscribepage.io

#gentlemuse #90s #shorts","{""title"":""Somebody decided children deserved their own night"",""targetType"":""youtube"",""isMadeForKids"":false,""privacyStatus"":""public"",""containsSyntheticMedia"":true,""shouldNotifySubscribers"":true}",reloaded
4161884,2026-10-06 19:00,facebook,30840,,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/96b8d49c-72de-4bda-ace1-f22bd0039255.mp4,"Somebody decided children deserved their own night.

Nickelodeon launched SNICK in August 1992. 2 hours on a Saturday, programmed entirely for kids, in the slot adults had always owned.

It worked because it was theirs, not because it was gentle.

Comment SEASONAL and I'll send you the weekly note.

https://consider-this.subscribepage.io","{""pageId"":""1086399221215093"",""mediaType"":""reel"",""targetType"":""facebook""}",reloaded
4137873,2026-10-07 15:00,instagram,45886,thegentlemuse2026,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/76608449-20d3-4d30-94c7-b2a92eb4de0d.mp4,"Goosebumps was dismissed by every serious critic who looked at it.

Books in 1992, television by 1995, and R.L. Stine writing at roughly one a month. Fast, cheap, and for children.

It taught a whole generation that a chapter ending on a hook is worth staying up for.

Comment SEASONAL and I'll send you the weekly note.","{""mediaType"":""reel"",""targetType"":""instagram""}",in-reservoir
4137878,2026-10-07 15:00,tiktok,41488,thegentlemuse2026,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/873be3f0-ae9c-4841-93e6-58c1a0d03008.mp4,"Goosebumps was dismissed by every serious critic who looked at it.

Books in 1992, TV by 1995, R.L. Stine writing roughly one a month. Fast, cheap, for children.

It taught a generation that a chapter ending on a hook is worth staying up for.

Follow for the real one, every season. The note is in my bio.

#LearnOnTikTok #90s #books","{""targetType"":""tiktok"",""isYourBrand"":false,""disabledDuet"":false,""privacyLevel"":""PUBLIC_TO_EVERYONE"",""isAiGenerated"":true,""disabledStitch"":false,""disabledComments"":false,""isBrandedContent"":false}",reloaded
4190308,2026-10-07 19:00,youtube,36129,,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/e9b19be8-f471-4e5d-a0e6-c4303c8c5d4e.mp4,"The scary part was never the monster.

Are You Afraid of the Dark started on Nickelodeon in 1992, and the whole format was children around a fire deciding which story was worth telling. No adult ever arrived to make it safe.

It was being trusted with the story.

Subscribe for the real one, every season. The weekly note:
https://consider-this.subscribepage.io

#gentlemuse #90s #shorts","{""title"":""The scary part was never the monster"",""targetType"":""youtube"",""isMadeForKids"":false,""privacyStatus"":""public"",""containsSyntheticMedia"":true,""shouldNotifySubscribers"":true}",reloaded
4190312,2026-10-07 19:00,facebook,30840,,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/416dfc67-0500-465b-860d-cba522db4ee1.mp4,"The scary part was never the monster.

Are You Afraid of the Dark started on Nickelodeon in 1992, and the whole format was children around a fire deciding which story was worth telling. No adult ever arrived to make it safe.

It was being trusted with the story.

Comment SEASONAL and I'll send you the weekly note.

https://consider-this.subscribepage.io","{""pageId"":""1086399221215093"",""mediaType"":""reel"",""targetType"":""facebook""}",reloaded
4056444,2026-10-07 23:00,instagram,45886,thegentlemuse2026,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/2581279a-1cf5-42f5-b151-3c4de6f29a6e.mp4,"The glow up is not always a new body, a new house, or a whole new life.

Sometimes it is deciding it is a beautiful day and then showing up like you belong in it, which is harder and cheaper and nobody makes content about it.

Which version are you working on right now? The dramatic one or the quiet one.

#gentlemuse #buildinpublic #softdiscipline #womeninbusiness #showup","{""mediaType"":""reel"",""targetType"":""instagram""}",reloaded
4137881,2026-10-08 15:00,instagram,45886,thegentlemuse2026,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/0d6355d7-3cd7-4643-b3cc-29e6ace6c172.mp4,"Disney would not put its own name on it.

The Nightmare Before Christmas came out under Touchstone in 1993 because the studio decided it was too dark to carry the Disney label.

The part they were embarrassed by is the part they sell every October now.

Comment SEASONAL and I'll send you the weekly note.","{""mediaType"":""reel"",""targetType"":""instagram""}",in-reservoir
4137884,2026-10-08 15:00,tiktok,41488,thegentlemuse2026,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/c9eb8917-3fcb-48f2-ad85-aa69c5453e87.mp4,"Disney would not put its own name on it.

The Nightmare Before Christmas came out under Touchstone in 1993 because the studio decided it was too dark for the Disney label.

The part they were embarrassed by is the part they sell every October.

Follow for the real one, every season. The note is in my bio.

#LearnOnTikTok #halloween #film","{""targetType"":""tiktok"",""isYourBrand"":false,""disabledDuet"":false,""privacyLevel"":""PUBLIC_TO_EVERYONE"",""isAiGenerated"":true,""disabledStitch"":false,""disabledComments"":false,""isBrandedContent"":false}",reloaded
4190322,2026-10-08 19:00,youtube,36129,,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/c8348e88-b9f2-42dc-92a2-63ac0b0763d8.mp4,"Goosebumps was dismissed by every serious critic who looked at it.

Books in 1992, television by 1995, and R.L. Stine writing at roughly one a month. Fast, cheap, and for children.

It taught a whole generation that a chapter ending on a hook is worth staying up for.

Subscribe for the real one, every season. The weekly note:
https://consider-this.subscribepage.io

#gentlemuse #90s #shorts","{""title"":""Goosebumps was dismissed by every serious critic"",""targetType"":""youtube"",""isMadeForKids"":false,""privacyStatus"":""public"",""containsSyntheticMedia"":true,""shouldNotifySubscribers"":true}",reloaded
4190325,2026-10-08 19:00,facebook,30840,,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/5cea1b57-765a-40d0-a152-65b2a0604e26.mp4,"Goosebumps was dismissed by every serious critic who looked at it.

Books in 1992, television by 1995, and R.L. Stine writing at roughly one a month. Fast, cheap, and for children.

It taught a whole generation that a chapter ending on a hook is worth staying up for.

Comment SEASONAL and I'll send you the weekly note.

https://consider-this.subscribepage.io","{""pageId"":""1086399221215093"",""mediaType"":""reel"",""targetType"":""facebook""}",reloaded
4190349,2026-10-09 15:00,instagram,45886,thegentlemuse2026,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/196dbd3c-2c8a-4e7a-9766-f2df6d49030c.jpeg|https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/c0a9726c-94e0-4228-948d-bb10e9ec340e.jpeg|https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/10f4a326-0d83-41d8-b977-41e922cf71f5.jpeg|https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/ba7090ba-e9c8-4d00-9338-32e99813db2c.jpeg|https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/c882648a-e099-4267-8d78-3dfacb5d357a.jpeg,"Somebody decided children deserved their own night.

Nickelodeon launched SNICK in August 1992. 2 hours on a Saturday, programmed entirely for kids, in the slot adults had always owned.

It worked because it was theirs, not because it was gentle.

Comment SEASONAL and I'll send you the weekly note.","{""targetType"":""instagram""}",in-reservoir
4190357,2026-10-09 15:00,tiktok,41488,thegentlemuse2026,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/5c08e30f-cc25-4318-a855-dbd2305e12fb.jpeg|https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/915aa807-59ad-46a3-a7fa-751eeb852409.jpeg|https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/29da05d9-ebc2-45f9-a3c2-0766cdb969dd.jpeg|https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/206ae383-34f1-4f31-be9c-cd5ea0d5c61b.jpeg|https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/94481791-ce0b-465f-a73c-391689bfa401.jpeg,"Somebody decided children deserved their own night.

Nickelodeon launched SNICK in August 1992. 2 hours on a Saturday, programmed entirely for kids.

It worked because it was theirs, not because it was gentle.

Follow for the real one, every season. The note is in my bio.

#LearnOnTikTok #90s #nostalgia","{""targetType"":""tiktok"",""isYourBrand"":false,""disabledDuet"":false,""privacyLevel"":""PUBLIC_TO_EVERYONE"",""isAiGenerated"":true,""disabledStitch"":false,""disabledComments"":false,""isBrandedContent"":false}",reloaded
4056477,2026-10-09 17:20,youtube,36129,,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/b801f364-4b47-4e27-9065-6ad585c30889.jpeg,"Bookmarking is not listening.

You saved 40 recommendations this year. You finished how many? Saving is not the same as finishing.

Pick the short one. Under an hour, free right now. Finish 1 thing today.

Full list: https://press-play.subscribepage.io
#gentlemuse #shorts","{""title"":""Bookmarking is not listening"",""targetType"":""youtube"",""privacyStatus"":""public"",""shouldNotifySubscribers"":false}",in-reservoir
4226259,2026-10-09 19:00,youtube,36129,,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/1a0b6741-360c-4d43-b1f0-40ccee2c92b6.mp4,"Jack o lanterns were turnips.

Ireland and Scotland carved them out of turnips and beets for centuries. Irish immigrants switched to pumpkins in America because they were bigger and easier to hollow out.

The ritual mattered. The turnip did not.

Subscribe for the real one, every season. The weekly note:
https://consider-this.subscribepage.io

#gentlemuse #halloween #shorts","{""title"":""Jack o lanterns were turnips"",""targetType"":""youtube"",""isMadeForKids"":false,""privacyStatus"":""public"",""containsSyntheticMedia"":true,""shouldNotifySubscribers"":true}",reloaded
4226283,2026-10-09 19:00,facebook,30840,,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/65ab6fc2-727c-4747-94c5-ac314d35552e.jpeg|https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/158ab28c-c2a8-4237-a97c-70bc489913a1.jpeg|https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/455009f5-1294-4b5d-a528-4d182d2ede77.jpeg|https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/8598586d-4bb6-4f70-909b-a92cca9e4eac.jpeg|https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/730a3708-6720-461c-8675-e6c13ff13f1e.jpeg,"Jack o lanterns were turnips.

Ireland and Scotland carved them out of turnips and beets for centuries. Irish immigrants switched to pumpkins in America because they were bigger and easier to hollow out.

The ritual mattered. The turnip did not.

Comment SEASONAL and I'll send you the weekly note.

https://consider-this.subscribepage.io","{""pageId"":""1086399221215093"",""targetType"":""facebook""}",reloaded
4137913,2026-10-10 15:00,instagram,45886,thegentlemuse2026,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/d76ada02-f67f-4bf0-9c63-b3a7afab0d04.mp4,"Hocus Pocus lost money.

It opened in July 1993 against summer blockbusters, did not find an audience, and got written off. It became a Halloween fixture years later through television reruns.

It found its people 10 years late, on the wrong platform.

Comment SEASONAL and I'll send you the weekly note.","{""mediaType"":""reel"",""targetType"":""instagram""}",in-reservoir
4137914,2026-10-10 15:00,tiktok,41488,thegentlemuse2026,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/2b43817d-de39-4a09-bff9-2e4bcab344ef.mp4,"Hocus Pocus lost money.

It opened in July 1993 against summer blockbusters, did not find an audience, and got written off. It became a fixture years later through reruns.

It found its people 10 years late, on the wrong platform.

Follow for the real one, every season. The note is in my bio.

#LearnOnTikTok #halloween #90s","{""targetType"":""tiktok"",""isYourBrand"":false,""disabledDuet"":false,""privacyLevel"":""PUBLIC_TO_EVERYONE"",""isAiGenerated"":false,""disabledStitch"":false,""disabledComments"":false,""isBrandedContent"":false}",reloaded
4226301,2026-10-10 19:00,youtube,36129,,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/88cd06ee-bdb0-4b3f-878f-c119fdb6dea3.mp4,"Casper was the first film to build its lead out of nothing at all.

1995, the first feature to carry a fully computer generated character in a leading role. Every frame of him was made rather than filmed.

A film about a ghost nobody could touch. They built him from air.

Subscribe for the real one, every season. The weekly note:
https://consider-this.subscribepage.io

#gentlemuse #90s #shorts","{""title"":""Casper was the first film to build its lead out of nothing"",""targetType"":""youtube"",""isMadeForKids"":false,""privacyStatus"":""public"",""containsSyntheticMedia"":true,""shouldNotifySubscribers"":true}",reloaded
4226315,2026-10-10 19:00,facebook,30840,,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/6087064f-871b-4f82-80e0-2580df3ce8d4.mp4,"Casper was the first film to build its lead out of nothing at all.

1995, the first feature to carry a fully computer generated character in a leading role. Every frame of him was made rather than filmed.

A film about a ghost nobody could touch. They built him from air.

Comment SEASONAL and I'll send you the weekly note.

https://consider-this.subscribepage.io","{""pageId"":""1086399221215093"",""mediaType"":""reel"",""targetType"":""facebook""}",reloaded
4056495,2026-10-10 23:00,tiktok,41488,thegentlemuse2026,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/7fd5b3ca-1982-40a9-83d1-50d94bc20a64.jpeg,"If every AI explainer makes your eyes glaze over, this one won't. Gentle pacing, plain words, and real examples you can copy today.

#LearnOnTikTok","{""targetType"":""tiktok"",""isYourBrand"":false,""disabledDuet"":false,""privacyLevel"":""PUBLIC_TO_EVERYONE"",""isAiGenerated"":false,""disabledStitch"":false,""disabledComments"":false,""isBrandedContent"":false}",reloaded
4137916,2026-10-11 15:00,instagram,45886,thegentlemuse2026,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/9cad11e1-943a-4fd4-81b4-f20d1b75e07a.mp4,"Disney would not put its own name on it.

The Nightmare Before Christmas came out under Touchstone in 1993 because the studio decided it was too dark to carry the Disney label.

The part they were embarrassed by is the part they sell every October now.

Comment SEASONAL and I'll send you the weekly note.","{""mediaType"":""reel"",""targetType"":""instagram""}",in-reservoir
4137917,2026-10-11 15:00,tiktok,41488,thegentlemuse2026,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/f117809c-2f14-442a-bc31-d383a428e609.mp4,"Disney would not put its own name on it.

The Nightmare Before Christmas came out under Touchstone in 1993 because the studio decided it was too dark for the Disney label.

The part they were embarrassed by is the part they sell every October.

Follow for the real one, every season. The note is in my bio.

#LearnOnTikTok #halloween #film","{""targetType"":""tiktok"",""isYourBrand"":false,""disabledDuet"":false,""privacyLevel"":""PUBLIC_TO_EVERYONE"",""isAiGenerated"":true,""disabledStitch"":false,""disabledComments"":false,""isBrandedContent"":false}",reloaded
4226331,2026-10-12 19:00,youtube,36129,,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/849afc11-dd23-40df-92c3-e9317c316218.mp4,"Disney would not put its own name on it.

The Nightmare Before Christmas came out under Touchstone in 1993 because the studio decided it was too dark to carry the Disney label.

The part they were embarrassed by is the part they sell every October now.

Subscribe for the real one, every season. The weekly note:
https://consider-this.subscribepage.io

#gentlemuse #halloween #shorts","{""title"":""Disney would not put its own name on it"",""targetType"":""youtube"",""isMadeForKids"":false,""privacyStatus"":""public"",""containsSyntheticMedia"":true,""shouldNotifySubscribers"":true}",reloaded
4226340,2026-10-12 19:00,facebook,30840,,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/7a9055ef-bf78-4bb5-9710-16e22dbc7ec8.mp4,"Disney would not put its own name on it.

The Nightmare Before Christmas came out under Touchstone in 1993 because the studio decided it was too dark to carry the Disney label.

The part they were embarrassed by is the part they sell every October now.

Comment SEASONAL and I'll send you the weekly note.

https://consider-this.subscribepage.io","{""pageId"":""1086399221215093"",""mediaType"":""reel"",""targetType"":""facebook""}",reloaded
