Slug,FactID,Platform,AccountId,SlotUTC,Status,MediaUrl,Text,Waiting
mare-weighted,HAL-017,tiktok,41488,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/55bdef6b-d84e-44d9-bb4b-0fa9097bed6d.mp4,"Nightmare used to name one specific thing.

A mare was a spirit believed to sit on a sleeper's chest. The weight, the not being able to move. We call it sleep paralysis now.

They had a word for it before they had an explanation.

Follow for the real one, every season. The note is in my bio.

#LearnOnTikTok #history #etymology",
mare-weighted,HAL-017,facebook,30840,17:10,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/55bdef6b-d84e-44d9-bb4b-0fa9097bed6d.mp4,"Nightmare used to name one specific thing.

A mare was a spirit people believed sat on a sleeper's chest. The weight, the not being able to move, the certainty something is in the room. We call it sleep paralysis now.

They had a word for it before they had an explanation.

Comment SEASONAL and I'll send you the weekly note.

https://consider-this.subscribepage.io",
mare-weighted,HAL-017,youtube,36129,17:20,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/55bdef6b-d84e-44d9-bb4b-0fa9097bed6d.mp4,"Nightmare used to name one specific thing.

A mare was a spirit people believed sat on a sleeper's chest. The weight, the not being able to move, the certainty something is in the room. We call it sleep paralysis now.

They had a word for it before they had an explanation.

Comment SEASONAL and I'll send you the weekly note.

https://consider-this.subscribepage.io",
nbc-cemetery,HAL-010,instagram,45886,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/18870ce2-8486-49df-9015-517c70f50602.mp4,"Disney would not put its own name on it.

The Nightmare Before Christmas came out under Touchstone in 1993 because the studio decided it was too dark to carry the Disney label.

The part they were embarrassed by is the part they sell every October now.

Comment SEASONAL and I'll send you the weekly note.",
nbc-cemetery,HAL-010,tiktok,41488,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/18870ce2-8486-49df-9015-517c70f50602.mp4,"Disney would not put its own name on it.

The Nightmare Before Christmas came out under Touchstone in 1993 because the studio decided it was too dark for the Disney label.

The part they were embarrassed by is the part they sell every October.

Follow for the real one, every season. The note is in my bio.

#LearnOnTikTok #halloween #film",
nbc-cemetery,HAL-010,facebook,30840,17:10,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/18870ce2-8486-49df-9015-517c70f50602.mp4,"Disney would not put its own name on it.

The Nightmare Before Christmas came out under Touchstone in 1993 because the studio decided it was too dark to carry the Disney label.

The part they were embarrassed by is the part they sell every October now.

Comment SEASONAL and I'll send you the weekly note.

https://consider-this.subscribepage.io",
nbc-cemetery,HAL-010,youtube,36129,17:20,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/18870ce2-8486-49df-9015-517c70f50602.mp4,"Disney would not put its own name on it.

The Nightmare Before Christmas came out under Touchstone in 1993 because the studio decided it was too dark to carry the Disney label.

The part they were embarrassed by is the part they sell every October now.

Comment SEASONAL and I'll send you the weekly note.

https://consider-this.subscribepage.io",
nbc-crt,HAL-010,instagram,45886,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/95bf6cb5-08f6-4d0d-b67d-89142c6c5f73.mp4,"Disney would not put its own name on it.

The Nightmare Before Christmas came out under Touchstone in 1993 because the studio decided it was too dark to carry the Disney label.

The part they were embarrassed by is the part they sell every October now.

Comment SEASONAL and I'll send you the weekly note.",
nbc-crt,HAL-010,tiktok,41488,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/95bf6cb5-08f6-4d0d-b67d-89142c6c5f73.mp4,"Disney would not put its own name on it.

The Nightmare Before Christmas came out under Touchstone in 1993 because the studio decided it was too dark for the Disney label.

The part they were embarrassed by is the part they sell every October.

Follow for the real one, every season. The note is in my bio.

#LearnOnTikTok #halloween #film",
nbc-crt,HAL-010,facebook,30840,17:10,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/95bf6cb5-08f6-4d0d-b67d-89142c6c5f73.mp4,"Disney would not put its own name on it.

The Nightmare Before Christmas came out under Touchstone in 1993 because the studio decided it was too dark to carry the Disney label.

The part they were embarrassed by is the part they sell every October now.

Comment SEASONAL and I'll send you the weekly note.

https://consider-this.subscribepage.io",
nbc-crt,HAL-010,youtube,36129,17:20,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/95bf6cb5-08f6-4d0d-b67d-89142c6c5f73.mp4,"Disney would not put its own name on it.

The Nightmare Before Christmas came out under Touchstone in 1993 because the studio decided it was too dark to carry the Disney label.

The part they were embarrassed by is the part they sell every October now.

Comment SEASONAL and I'll send you the weekly note.

https://consider-this.subscribepage.io",
nbc-oak,HAL-010,instagram,45886,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/631c061c-94ce-4685-8630-a154d5d08a3d.mp4,"Disney would not put its own name on it.

The Nightmare Before Christmas came out under Touchstone in 1993 because the studio decided it was too dark to carry the Disney label.

The part they were embarrassed by is the part they sell every October now.

Comment SEASONAL and I'll send you the weekly note.",
nbc-oak,HAL-010,tiktok,41488,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/631c061c-94ce-4685-8630-a154d5d08a3d.mp4,"Disney would not put its own name on it.

The Nightmare Before Christmas came out under Touchstone in 1993 because the studio decided it was too dark for the Disney label.

The part they were embarrassed by is the part they sell every October.

Follow for the real one, every season. The note is in my bio.

#LearnOnTikTok #halloween #film",
nbc-oak,HAL-010,facebook,30840,17:10,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/631c061c-94ce-4685-8630-a154d5d08a3d.mp4,"Disney would not put its own name on it.

The Nightmare Before Christmas came out under Touchstone in 1993 because the studio decided it was too dark to carry the Disney label.

The part they were embarrassed by is the part they sell every October now.

Comment SEASONAL and I'll send you the weekly note.

https://consider-this.subscribepage.io",
nbc-oak,HAL-010,youtube,36129,17:20,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/631c061c-94ce-4685-8630-a154d5d08a3d.mp4,"Disney would not put its own name on it.

The Nightmare Before Christmas came out under Touchstone in 1993 because the studio decided it was too dark to carry the Disney label.

The part they were embarrassed by is the part they sell every October now.

Comment SEASONAL and I'll send you the weekly note.

https://consider-this.subscribepage.io",
nbc-theater,HAL-010,instagram,45886,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/b26e6f3a-2267-432d-842c-2ac99b2c1f3b.mp4,"Disney would not put its own name on it.

The Nightmare Before Christmas came out under Touchstone in 1993 because the studio decided it was too dark to carry the Disney label.

The part they were embarrassed by is the part they sell every October now.

Comment SEASONAL and I'll send you the weekly note.",
nbc-theater,HAL-010,tiktok,41488,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/b26e6f3a-2267-432d-842c-2ac99b2c1f3b.mp4,"Disney would not put its own name on it.

The Nightmare Before Christmas came out under Touchstone in 1993 because the studio decided it was too dark for the Disney label.

The part they were embarrassed by is the part they sell every October.

Follow for the real one, every season. The note is in my bio.

#LearnOnTikTok #halloween #film",
nbc-theater,HAL-010,facebook,30840,17:10,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/b26e6f3a-2267-432d-842c-2ac99b2c1f3b.mp4,"Disney would not put its own name on it.

The Nightmare Before Christmas came out under Touchstone in 1993 because the studio decided it was too dark to carry the Disney label.

The part they were embarrassed by is the part they sell every October now.

Comment SEASONAL and I'll send you the weekly note.

https://consider-this.subscribepage.io",
nbc-theater,HAL-010,youtube,36129,17:20,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/b26e6f3a-2267-432d-842c-2ac99b2c1f3b.mp4,"Disney would not put its own name on it.

The Nightmare Before Christmas came out under Touchstone in 1993 because the studio decided it was too dark to carry the Disney label.

The part they were embarrassed by is the part they sell every October now.

Comment SEASONAL and I'll send you the weekly note.

https://consider-this.subscribepage.io",
samhain,HAL-001,instagram,45886,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/cb8ece67-05e0-4138-aa55-0b2e702dbe7f.mp4,"Halloween was never about fear.

It grew out of Samhain, the Gaelic festival marking the end of harvest and the start of winter, when the boundary between this world and the next was believed to thin.

It was about the year turning, and needing a ritual for the dark half of it.

Comment SEASONAL and I'll send you the weekly note.",
samhain,HAL-001,tiktok,41488,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/cb8ece67-05e0-4138-aa55-0b2e702dbe7f.mp4,"Halloween was never about fear.

It grew out of Samhain, the festival marking the end of harvest and the start of winter, when the boundary was believed to thin.

It was about the year turning, and needing a ritual for the dark half of it.

Follow for the real one, every season. The note is in my bio.

#LearnOnTikTok #halloween #samhain",
samhain,HAL-001,facebook,30840,17:10,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/cb8ece67-05e0-4138-aa55-0b2e702dbe7f.mp4,"Halloween was never about fear.

It grew out of Samhain, the Gaelic festival marking the end of harvest and the start of winter, when the boundary between this world and the next was believed to thin.

It was about the year turning, and needing a ritual for the dark half of it.

Comment SEASONAL and I'll send you the weekly note.

https://consider-this.subscribepage.io",
samhain,HAL-001,youtube,36129,17:20,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/cb8ece67-05e0-4138-aa55-0b2e702dbe7f.mp4,"Halloween was never about fear.

It grew out of Samhain, the Gaelic festival marking the end of harvest and the start of winter, when the boundary between this world and the next was believed to thin.

It was about the year turning, and needing a ritual for the dark half of it.

Comment SEASONAL and I'll send you the weekly note.

https://consider-this.subscribepage.io",
snick,HAL-015,instagram,45886,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/7dbd793c-0fe3-47e5-8efa-a07d0d371c2b.mp4,"Somebody decided children deserved their own night.

Nickelodeon launched SNICK in August 1992. 2 hours on a Saturday, programmed entirely for kids, in the slot adults had always owned.

It worked because it was theirs, not because it was gentle.

Comment SEASONAL and I'll send you the weekly note.",
snick,HAL-015,tiktok,41488,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/7dbd793c-0fe3-47e5-8efa-a07d0d371c2b.mp4,"Somebody decided children deserved their own night.

Nickelodeon launched SNICK in August 1992. 2 hours on a Saturday, programmed entirely for kids.

It worked because it was theirs, not because it was gentle.

Follow for the real one, every season. The note is in my bio.

#LearnOnTikTok #90s #nostalgia",
snick,HAL-015,facebook,30840,17:10,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/7dbd793c-0fe3-47e5-8efa-a07d0d371c2b.mp4,"Somebody decided children deserved their own night.

Nickelodeon launched SNICK in August 1992. 2 hours on a Saturday, programmed entirely for kids, in the slot adults had always owned.

It worked because it was theirs, not because it was gentle.

Comment SEASONAL and I'll send you the weekly note.

https://consider-this.subscribepage.io",
snick,HAL-015,youtube,36129,17:20,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/7dbd793c-0fe3-47e5-8efa-a07d0d371c2b.mp4,"Somebody decided children deserved their own night.

Nickelodeon launched SNICK in August 1992. 2 hours on a Saturday, programmed entirely for kids, in the slot adults had always owned.

It worked because it was theirs, not because it was gentle.

Comment SEASONAL and I'll send you the weekly note.

https://consider-this.subscribepage.io",
trailer,TRL,instagram,45886,,NEEDS_CAPTION,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/7e31c633-425b-420d-b3a5-6545589d1ffa.mp4,,a caption in her voice
trailer,TRL,tiktok,41488,,NEEDS_CAPTION,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/7e31c633-425b-420d-b3a5-6545589d1ffa.mp4,,a caption in her voice
trailer,TRL,facebook,30840,17:10,NEEDS_CAPTION,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/7e31c633-425b-420d-b3a5-6545589d1ffa.mp4,,a caption in her voice
trailer,TRL,youtube,36129,17:20,NEEDS_CAPTION,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/7e31c633-425b-420d-b3a5-6545589d1ffa.mp4,,a caption in her voice
trickortreat,HAL-008,instagram,45886,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/e3ff6b99-2576-438d-973b-a86376d44dee.mp4,"Trick or treat is younger than jazz.

The phrase does not turn up in North American print until the 1920s. One of the earliest is a 1927 newspaper in Blackie, Alberta.

The oldest looking part of the night is the newest thing about it.

Comment SEASONAL and I'll send you the weekly note.",
trickortreat,HAL-008,tiktok,41488,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/e3ff6b99-2576-438d-973b-a86376d44dee.mp4,"Trick or treat is younger than jazz.

The phrase does not turn up in print until the 1920s. One of the earliest is a 1927 paper in Blackie, Alberta.

The oldest looking part of the night is the newest thing about it.

Follow for the real one, every season. The note is in my bio.

#LearnOnTikTok #halloween #history",
trickortreat,HAL-008,facebook,30840,17:10,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/e3ff6b99-2576-438d-973b-a86376d44dee.mp4,"Trick or treat is younger than jazz.

The phrase does not turn up in North American print until the 1920s. One of the earliest is a 1927 newspaper in Blackie, Alberta.

The oldest looking part of the night is the newest thing about it.

Comment SEASONAL and I'll send you the weekly note.

https://consider-this.subscribepage.io",
trickortreat,HAL-008,youtube,36129,17:20,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/e3ff6b99-2576-438d-973b-a86376d44dee.mp4,"Trick or treat is younger than jazz.

The phrase does not turn up in North American print until the 1920s. One of the earliest is a 1927 newspaper in Blackie, Alberta.

The oldest looking part of the night is the newest thing about it.

Comment SEASONAL and I'll send you the weekly note.

https://consider-this.subscribepage.io",
turnip,HAL-002,instagram,45886,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/59c775d0-67f6-4b12-869a-4ef33aa6ece7.mp4,"Jack o lanterns were turnips.

Ireland and Scotland carved them out of turnips and beets for centuries. Irish immigrants switched to pumpkins in America because they were bigger and easier to hollow out.

The ritual mattered. The turnip did not.

Comment SEASONAL and I'll send you the weekly note.",
turnip,HAL-002,tiktok,41488,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/59c775d0-67f6-4b12-869a-4ef33aa6ece7.mp4,"Jack o lanterns were turnips.

Ireland and Scotland carved turnips and beets for centuries. Irish immigrants switched to pumpkins in America because they were easier to hollow.

The ritual mattered. The turnip did not.

Follow for the real one, every season. The note is in my bio.

#LearnOnTikTok #halloween #history",
turnip,HAL-002,facebook,30840,17:10,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/59c775d0-67f6-4b12-869a-4ef33aa6ece7.mp4,"Jack o lanterns were turnips.

Ireland and Scotland carved them out of turnips and beets for centuries. Irish immigrants switched to pumpkins in America because they were bigger and easier to hollow out.

The ritual mattered. The turnip did not.

Comment SEASONAL and I'll send you the weekly note.

https://consider-this.subscribepage.io",
turnip,HAL-002,youtube,36129,17:20,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/59c775d0-67f6-4b12-869a-4ef33aa6ece7.mp4,"Jack o lanterns were turnips.

Ireland and Scotland carved them out of turnips and beets for centuries. Irish immigrants switched to pumpkins in America because they were bigger and easier to hollow out.

The ritual mattered. The turnip did not.

Comment SEASONAL and I'll send you the weekly note.

https://consider-this.subscribepage.io",
,BFR-001,,,,NEEDS_RENDER,,,a plate and a render
,BFR-002,,,,NEEDS_RENDER,,,a plate and a render
,BLF-003,,,,NEEDS_RENDER,,,a plate and a render
,BLF-004,,,,NEEDS_RENDER,,,a plate and a render
,BLF-005,,,,NEEDS_RENDER,,,a plate and a render
,DAD-001,,,,NEEDS_RENDER,,,a plate and a render
,DAD-002,,,,NEEDS_RENDER,,,a plate and a render
,DAD-003,,,,NEEDS_RENDER,,,a plate and a render
,DAD-004,,,,NEEDS_RENDER,,,a plate and a render
,DAD-005,,,,NEEDS_RENDER,,,a plate and a render
,EAS-002,,,,NEEDS_RENDER,,,a plate and a render
,EAS-003,,,,NEEDS_RENDER,,,a plate and a render
,EAS-004,,,,NEEDS_RENDER,,,a plate and a render
,EAS-005,,,,NEEDS_RENDER,,,a plate and a render
,EST-001,,,,NEEDS_RENDER,,,a plate and a render
,HAL-009,,,,NEEDS_RENDER,,,a plate and a render
,HAL-013,,,,NEEDS_RENDER,,,a plate and a render
,HAL-016,,,,NEEDS_RENDER,,,a plate and a render
,IND-001,,,,NEEDS_RENDER,,,a plate and a render
,IND-002,,,,NEEDS_RENDER,,,a plate and a render
,JUL-003,,,,NEEDS_RENDER,,,a plate and a render
,JUL-004,,,,NEEDS_RENDER,,,a plate and a render
,JUL-005,,,,NEEDS_RENDER,,,a plate and a render
,JUL-006,,,,NEEDS_RENDER,,,a plate and a render
,JUL-007,,,,NEEDS_RENDER,,,a plate and a render
,LAB-001,,,,NEEDS_RENDER,,,a plate and a render
,LAB-002,,,,NEEDS_RENDER,,,a plate and a render
,LAB-003,,,,NEEDS_RENDER,,,a plate and a render
,LAB-004,,,,NEEDS_RENDER,,,a plate and a render
,LAB-005,,,,NEEDS_RENDER,,,a plate and a render
,MEM-001,,,,NEEDS_RENDER,,,a plate and a render
,MEM-002,,,,NEEDS_RENDER,,,a plate and a render
,MEM-003,,,,NEEDS_RENDER,,,a plate and a render
,MEM-004,,,,NEEDS_RENDER,,,a plate and a render
,MOM-001,,,,NEEDS_RENDER,,,a plate and a render
,MOM-002,,,,NEEDS_RENDER,,,a plate and a render
,MOM-003,,,,NEEDS_RENDER,,,a plate and a render
,MOM-004,,,,NEEDS_RENDER,,,a plate and a render
,MOM-005,,,,NEEDS_RENDER,,,a plate and a render
,NYD-002,,,,NEEDS_RENDER,,,a plate and a render
,NYD-003,,,,NEEDS_RENDER,,,a plate and a render
,NYD-004,,,,NEEDS_RENDER,,,a plate and a render
,NYD-005,,,,NEEDS_RENDER,,,a plate and a render
,NYD-006,,,,NEEDS_RENDER,,,a plate and a render
,NYE-003,,,,NEEDS_RENDER,,,a plate and a render
,NYE-004,,,,NEEDS_RENDER,,,a plate and a render
,NYE-005,,,,NEEDS_RENDER,,,a plate and a render
,NYR-001,,,,NEEDS_RENDER,,,a plate and a render
,NYR-002,,,,NEEDS_RENDER,,,a plate and a render
,NYR-003,,,,NEEDS_RENDER,,,a plate and a render
,STP-001,,,,NEEDS_RENDER,,,a plate and a render
,STP-002,,,,NEEDS_RENDER,,,a plate and a render
,STP-003,,,,NEEDS_RENDER,,,a plate and a render
,STP-004,,,,NEEDS_RENDER,,,a plate and a render
,STP-005,,,,NEEDS_RENDER,,,a plate and a render
,STP-006,,,,NEEDS_RENDER,,,a plate and a render
,STP-007,,,,NEEDS_RENDER,,,a plate and a render
,THX-001,,,,NEEDS_RENDER,,,a plate and a render
,THX-002,,,,NEEDS_RENDER,,,a plate and a render
,THX-003,,,,NEEDS_RENDER,,,a plate and a render
,THX-004,,,,NEEDS_RENDER,,,a plate and a render
,THX-005,,,,NEEDS_RENDER,,,a plate and a render
,THX-006,,,,NEEDS_RENDER,,,a plate and a render
,THX-007,,,,NEEDS_RENDER,,,a plate and a render
,THX-008,,,,NEEDS_RENDER,,,a plate and a render
,VAL-001,,,,NEEDS_RENDER,,,a plate and a render
,VAL-002,,,,NEEDS_RENDER,,,a plate and a render
,VAL-003,,,,NEEDS_RENDER,,,a plate and a render
,VAL-004,,,,NEEDS_RENDER,,,a plate and a render
,VAL-005,,,,NEEDS_RENDER,,,a plate and a render
,VAL-006,,,,NEEDS_RENDER,,,a plate and a render
,VAL-007,,,,NEEDS_RENDER,,,a plate and a render
,VAL-008,,,,NEEDS_RENDER,,,a plate and a render
,XMS-001,,,,NEEDS_RENDER,,,a plate and a render
,XMS-002,,,,NEEDS_RENDER,,,a plate and a render
,XMS-003,,,,NEEDS_RENDER,,,a plate and a render
,XMS-004,,,,NEEDS_RENDER,,,a plate and a render
,XMS-005,,,,NEEDS_RENDER,,,a plate and a render
,XMS-006,,,,NEEDS_RENDER,,,a plate and a render
,XMS-007,,,,NEEDS_RENDER,,,a plate and a render
,XMS-008,,,,NEEDS_RENDER,,,a plate and a render
,XMS-009,,,,NEEDS_RENDER,,,a plate and a render
,XMS-010,,,,NEEDS_RENDER,,,a plate and a render
,XMS-011,,,,NEEDS_RENDER,,,a plate and a render
,XMS-012,,,,NEEDS_RENDER,,,a plate and a render
,XMS-013,,,,NEEDS_RENDER,,,a plate and a render
,XMS-014,,,,NEEDS_RENDER,,,a plate and a render
,XMS-015,,,,NEEDS_RENDER,,,a plate and a render
trackA-hal-003,HAL-003,instagram,45886,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/d135e026-db63-432e-8f91-4613e186b251.mp4,"Nobody was burned at Salem.

20 people were executed in 1692. 19 were hanged. The 20th, Giles Corey, was pressed to death under stones for refusing to enter a plea.

The burning is the detail everyone repeats, and it is the one detail that is wrong. It comes from Europe, where burning was the sentence, and it got attached to Salem on the way over.

Worth asking what else you are repeating.

Comment SEASONAL and I'll send you the weekly note.",
trackA-hal-003,HAL-003,tiktok,41488,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/d135e026-db63-432e-8f91-4613e186b251.mp4,"Nobody was burned at Salem.

20 people were executed in 1692. 19 hanged. Giles Corey was pressed to death under stones.

The burning is the detail everyone repeats, and it is the one that is wrong.

Worth asking what else you are repeating.

Follow for the real one, every season. The note is in my bio.

#LearnOnTikTok #halloween #history",
trackA-hal-003,HAL-003,facebook,30840,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/d135e026-db63-432e-8f91-4613e186b251.mp4,"Nobody was burned at Salem.

20 people were executed in 1692. 19 were hanged. The 20th, Giles Corey, was pressed to death under stones for refusing to enter a plea.

The burning is the detail everyone repeats, and it is the one detail that is wrong. It comes from Europe, where burning was the sentence, and it got attached to Salem on the way over.

Worth asking what else you are repeating.

Comment SEASONAL and I'll send you the weekly note.

https://consider-this.subscribepage.io",
trackA-hal-003,HAL-003,youtube,36129,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/d135e026-db63-432e-8f91-4613e186b251.mp4,"Nobody was burned at Salem.

20 people were executed in 1692. 19 were hanged. The 20th, Giles Corey, was pressed to death under stones for refusing to enter a plea.

The burning is the detail everyone repeats, and it is the one detail that is wrong. It comes from Europe, where burning was the sentence, and it got attached to Salem on the way over.

Worth asking what else you are repeating.

Comment SEASONAL and I'll send you the weekly note.

https://consider-this.subscribepage.io",
trackA-hal-004,HAL-004,instagram,45886,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/61382cad-b1e8-4107-a772-9de73c36ced3.mp4,"She was 18.

Mary Shelley started Frankenstein in the summer of 1816, the year without a summer. Ash from Tambora, a volcano on the other side of the world, kept Europe under cloud and the group at the lake indoors.

Bad weather, nowhere to go, nothing going right. She invented a genre anyway.

The conditions were never the requirement.

Comment SEASONAL and I'll send you the weekly note.",
trackA-hal-004,HAL-004,tiktok,41488,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/61382cad-b1e8-4107-a772-9de73c36ced3.mp4,"She was 18.

Mary Shelley started Frankenstein in 1816, the year without a summer. A volcano on the other side of the world kept Europe under cloud.

Stuck indoors, bad weather, nothing going right. She invented a genre anyway.

The conditions were never the requirement.

Follow for the real one, every season. The note is in my bio.

#LearnOnTikTok #halloween #history",
trackA-hal-004,HAL-004,facebook,30840,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/61382cad-b1e8-4107-a772-9de73c36ced3.mp4,"She was 18.

Mary Shelley started Frankenstein in the summer of 1816, the year without a summer. Ash from Tambora, a volcano on the other side of the world, kept Europe under cloud and the group at the lake indoors.

Bad weather, nowhere to go, nothing going right. She invented a genre anyway.

The conditions were never the requirement.

Comment SEASONAL and I'll send you the weekly note.

https://consider-this.subscribepage.io",
trackA-hal-004,HAL-004,youtube,36129,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/61382cad-b1e8-4107-a772-9de73c36ced3.mp4,"She was 18.

Mary Shelley started Frankenstein in the summer of 1816, the year without a summer. Ash from Tambora, a volcano on the other side of the world, kept Europe under cloud and the group at the lake indoors.

Bad weather, nowhere to go, nothing going right. She invented a genre anyway.

The conditions were never the requirement.

Comment SEASONAL and I'll send you the weekly note.

https://consider-this.subscribepage.io",
trackA-hal-006,HAL-006,instagram,45886,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/4b3c1214-d19b-42ca-b959-a5e6715aadda.mp4,"The witch trials were not medieval.

The worst of them ran through the 1500s and 1600s. The same years as the printing press spreading across Europe and the beginnings of modern science.

Progress and panic were not separate eras. They ran side by side, in the same rooms, often in the same books.

They usually do.

Comment SEASONAL and I'll send you the weekly note.",
trackA-hal-006,HAL-006,tiktok,41488,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/4b3c1214-d19b-42ca-b959-a5e6715aadda.mp4,"The witch trials were not medieval.

The worst ran through the 1500s and 1600s. The same years as the printing press and the beginnings of modern science.

Progress and panic were not separate eras. They ran side by side.

They usually do.

Follow for the real one, every season. The note is in my bio.

#LearnOnTikTok #history #witchtok",
trackA-hal-006,HAL-006,facebook,30840,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/4b3c1214-d19b-42ca-b959-a5e6715aadda.mp4,"The witch trials were not medieval.

The worst of them ran through the 1500s and 1600s. The same years as the printing press spreading across Europe and the beginnings of modern science.

Progress and panic were not separate eras. They ran side by side, in the same rooms, often in the same books.

They usually do.

Comment SEASONAL and I'll send you the weekly note.

https://consider-this.subscribepage.io",
trackA-hal-006,HAL-006,youtube,36129,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/4b3c1214-d19b-42ca-b959-a5e6715aadda.mp4,"The witch trials were not medieval.

The worst of them ran through the 1500s and 1600s. The same years as the printing press spreading across Europe and the beginnings of modern science.

Progress and panic were not separate eras. They ran side by side, in the same rooms, often in the same books.

They usually do.

Comment SEASONAL and I'll send you the weekly note.

https://consider-this.subscribepage.io",
